nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label,cara_simpan
Kiwi Hijau,Buah Iklim Sedang,Suhu Ruang,5,0.7,Segera,Pastikan Kiwi Hijau berada di area kering agar tidak cepat lembap dan busuk.
Kailan,Sayuran Hijau,Suhu Ruang,0,1.1,Segera,Simpan Kailan di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Apel Gala,Buah Iklim Sedang,Pendingin,0,19.8,Segar,Bungkus Apel Gala dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Lengkuas Muda,Sayuran Akar,Pendingin,59,-9.7,Kedaluwarsa,Simpan Lengkuas Muda di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Rambutan Binjai,Buah Tropis,Suhu Ruang,0,1,Segera,Simpan Rambutan Binjai di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Apel Gala,Buah Iklim Sedang,Suhu Ruang,2,5.3,Segar,Pastikan Apel Gala berada di area kering agar tidak cepat lembap dan busuk.
Pisang Ambon,Buah Tropis,Suhu Ruang,3,2.1,Segera,Letakkan Pisang Ambon di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Jeruk Nipis,Buah Sitrus,Suhu Ruang,3,11.3,Segar,Pastikan Jeruk Nipis berada di area kering agar tidak cepat lembap dan busuk.
Pisang Raja,Buah Tropis,Pendingin,22,-4,Kedaluwarsa,Bungkus Pisang Raja dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Apel Fuji,Buah Iklim Sedang,Pembeku,60,2.1,Segera,Gunakan wadah khusus freezer untuk menjaga nutrisi Apel Fuji tetap awet.
Cabai Merah Besar,Cabai & Paprika,Pembeku,4,88.6,Segar,Simpan Cabai Merah Besar dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Mangga Manalagi,Buah Tropis,Pembeku,43,3.4,Segar,Simpan Mangga Manalagi dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Anggur Merah (Red Globe),Buah Iklim Sedang,Suhu Ruang,1,3.9,Segar,Pastikan Anggur Merah (Red Globe) berada di area kering agar tidak cepat lembap dan busuk.
Paprika Kuning,Cabai & Paprika,Pembeku,62,25.8,Segar,Pastikan Paprika Kuning sudah bersih dan kering sebelum dibekukan di freezer.
Nangka Matang,Buah Tropis,Pendingin,8,13.1,Segar,Simpan Nangka Matang di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Anggur Hitam,Buah Iklim Sedang,Pendingin,15,13.9,Segar,Bungkus Anggur Hitam dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Pear Golden,Buah Iklim Sedang,Pendingin,35,-6.3,Kedaluwarsa,Simpan Pear Golden di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Lemon Lokal,Buah Sitrus,Pendingin,31,-1.1,Kedaluwarsa,Bungkus Lemon Lokal dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Lemon Impor,Buah Sitrus,Pendingin,19,7.2,Segar,Gunakan wadah tertutup saat menyimpan Lemon Impor di rak kulkas.
Pear Golden,Buah Iklim Sedang,Pendingin,28,-1.1,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Pear Golden di rak kulkas.
Arbei,Buah Beri,Suhu Ruang,1,0.1,Segera,Simpan Arbei di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Ubi Jalar Putih,Sayuran Akar,Suhu Ruang,7,12.9,Segar,Simpan Ubi Jalar Putih di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Cabai Merah Besar,Cabai & Paprika,Suhu Ruang,4,2.7,Segera,Simpan Cabai Merah Besar di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Jeruk Bali,Buah Sitrus,Pembeku,49,43.8,Segar,Simpan Jeruk Bali dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Lemon Impor,Buah Sitrus,Pendingin,48,-10.5,Kedaluwarsa,Bungkus Lemon Impor dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Pepaya California,Buah Tropis,Pembeku,26,21.6,Segar,Simpan Pepaya California dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Tomat Hijau,Buah Tropis,Pembeku,22,21.4,Segar,Pastikan Tomat Hijau sudah bersih dan kering sebelum dibekukan di freezer.
Cabai Hijau Besar,Cabai & Paprika,Suhu Ruang,0,5.3,Segar,Letakkan Cabai Hijau Besar di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Stroberi Korea,Buah Beri,Pendingin,6,4.6,Segar,Bungkus Stroberi Korea dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Brokoli Impor,Sayuran Hijau,Suhu Ruang,8,1.1,Segera,Letakkan Brokoli Impor di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Pisang Raja,Buah Tropis,Pembeku,28,18.7,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Pisang Raja tetap awet.
Melon Cantaloupe,Buah Tropis,Pembeku,33,16.7,Segar,Pastikan Melon Cantaloupe sudah bersih dan kering sebelum dibekukan di freezer.
Jeruk Medan,Buah Sitrus,Suhu Ruang,3,11.2,Segar,Letakkan Jeruk Medan di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Jeruk Purut,Buah Sitrus,Pendingin,0,35.1,Segar,Simpan Jeruk Purut di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Raspberry Merah,Buah Beri,Pembeku,37,26.4,Segar,Pastikan Raspberry Merah sudah bersih dan kering sebelum dibekukan di freezer.
Nanas Subang,Buah Tropis,Suhu Ruang,2,1.8,Segera,Simpan Nanas Subang di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Jeruk Pontianak,Buah Sitrus,Suhu Ruang,4,5.6,Segar,Letakkan Jeruk Pontianak di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Mulberry,Buah Beri,Pembeku,35,24.1,Segar,Pastikan Mulberry sudah bersih dan kering sebelum dibekukan di freezer.
Jeruk Pontianak,Buah Sitrus,Pembeku,65,29.4,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Jeruk Pontianak tetap awet.
Jahe Gajah,Sayuran Akar,Pendingin,7,44.8,Segar,Bungkus Jahe Gajah dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Pisang Cavendish,Buah Tropis,Pembeku,3,41.4,Segar,Simpan Pisang Cavendish dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Arbei,Buah Beri,Pendingin,11,-1.5,Kedaluwarsa,Bungkus Arbei dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Mangga Manalagi,Buah Tropis,Suhu Ruang,8,-0.7,Kedaluwarsa,Pastikan Mangga Manalagi berada di area kering agar tidak cepat lembap dan busuk.
Cabai Rawit Merah,Cabai & Paprika,Suhu Ruang,6,-0.1,Kedaluwarsa,Simpan Cabai Rawit Merah di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Pisang Cavendish,Buah Tropis,Pembeku,28,21,Segar,Pastikan Pisang Cavendish sudah bersih dan kering sebelum dibekukan di freezer.
Pear Golden,Buah Iklim Sedang,Pendingin,3,14.3,Segar,Bungkus Pear Golden dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Apel Granny Smith,Buah Iklim Sedang,Pembeku,15,48.1,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Apel Granny Smith tetap awet.
Sawi Sendok (Pakcoy),Sayuran Hijau,Pendingin,7,3.4,Segar,Bungkus Sawi Sendok (Pakcoy) dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Sawi Hijau,Sayuran Hijau,Pendingin,11,0.6,Segera,Bungkus Sawi Hijau dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Jeruk Pontianak,Buah Sitrus,Pembeku,91,-2.5,Kedaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Jeruk Pontianak tetap awet.
Raspberry Merah,Buah Beri,Pendingin,2,10.1,Segar,Gunakan wadah tertutup saat menyimpan Raspberry Merah di rak kulkas.
Arbei,Buah Beri,Pembeku,77,-15.4,Kedaluwarsa,Pastikan Arbei sudah bersih dan kering sebelum dibekukan di freezer.
Kemangi,Sayuran Hijau,Pendingin,2,5.7,Segar,Bungkus Kemangi dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Blackberry,Buah Beri,Pendingin,7,2.6,Segera,Simpan Blackberry di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Jeruk Medan,Buah Sitrus,Suhu Ruang,6,8,Segar,Simpan Jeruk Medan di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Blueberry Impor,Buah Beri,Pendingin,8,0.7,Segera,Simpan Blueberry Impor di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Bawang Putih Kating,Sayuran Akar,Suhu Ruang,2,11,Segar,Simpan Bawang Putih Kating di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Sawi Sendok (Pakcoy),Sayuran Hijau,Pendingin,5,-0.9,Kedaluwarsa,Bungkus Sawi Sendok (Pakcoy) dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Salak Pondoh,Buah Tropis,Suhu Ruang,1,1,Segera,Pastikan Salak Pondoh berada di area kering agar tidak cepat lembap dan busuk.
Wortel Lokal Berastagi,Sayuran Akar,Suhu Ruang,10,8.5,Segar,Simpan Wortel Lokal Berastagi di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Jeruk Siam,Buah Sitrus,Suhu Ruang,5,7.6,Segar,Pastikan Jeruk Siam berada di area kering agar tidak cepat lembap dan busuk.
Lemon Lokal,Buah Sitrus,Pembeku,12,74,Segar,Pastikan Lemon Lokal sudah bersih dan kering sebelum dibekukan di freezer.
Kiwi Hijau,Buah Iklim Sedang,Suhu Ruang,13,0.5,Segera,Letakkan Kiwi Hijau di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Anggur Hitam,Buah Iklim Sedang,Pembeku,3,52.7,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Anggur Hitam tetap awet.
Talas Bogor,Sayuran Akar,Suhu Ruang,1,15.9,Segar,Simpan Talas Bogor di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Stroberi Korea,Buah Beri,Pendingin,1,8.9,Segar,Gunakan wadah tertutup saat menyimpan Stroberi Korea di rak kulkas.
Persik,Buah Iklim Sedang,Pembeku,10,50,Segar,Simpan Persik dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Kencur,Sayuran Akar,Suhu Ruang,15,-2.3,Kedaluwarsa,Simpan Kencur di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Stroberi Korea,Buah Beri,Pendingin,2,6.5,Segar,Bungkus Stroberi Korea dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Salak Pondoh,Buah Tropis,Pendingin,25,-3.2,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Salak Pondoh di rak kulkas.
Kiwi Gold,Buah Iklim Sedang,Pendingin,3,25.7,Segar,Gunakan wadah tertutup saat menyimpan Kiwi Gold di rak kulkas.
Pepaya California,Buah Tropis,Suhu Ruang,2,0.6,Segera,Pastikan Pepaya California berada di area kering agar tidak cepat lembap dan busuk.
Cabai Merah Besar,Cabai & Paprika,Pembeku,118,-20.1,Kedaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Cabai Merah Besar tetap awet.
Pear Xiang Li,Buah Iklim Sedang,Suhu Ruang,5,-1,Kedaluwarsa,Simpan Pear Xiang Li di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Daun Pepaya,Sayuran Hijau,Pendingin,7,-0.7,Kedaluwarsa,Bungkus Daun Pepaya dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Anggur Hijau Muscat,Buah Iklim Sedang,Suhu Ruang,13,-2.8,Kedaluwarsa,Letakkan Anggur Hijau Muscat di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Lemon Lokal,Buah Sitrus,Pembeku,98,-3.2,Kedaluwarsa,Pastikan Lemon Lokal sudah bersih dan kering sebelum dibekukan di freezer.
Apel Granny Smith,Buah Iklim Sedang,Pendingin,11,16,Segar,Simpan Apel Granny Smith di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Blueberry Impor,Buah Beri,Suhu Ruang,9,-1.9,Kedaluwarsa,Letakkan Blueberry Impor di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Pisang Raja,Buah Tropis,Pembeku,59,-11,Kedaluwarsa,Simpan Pisang Raja dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Stroberi Lokal Ciwidey,Buah Beri,Pendingin,4,3,Segera,Bungkus Stroberi Lokal Ciwidey dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Jeruk Siam,Buah Sitrus,Suhu Ruang,1,12.6,Segar,Pastikan Jeruk Siam berada di area kering agar tidak cepat lembap dan busuk.
Jeruk Keprok,Buah Sitrus,Pendingin,16,9.2,Segar,Simpan Jeruk Keprok di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Kemangi,Sayuran Hijau,Pendingin,15,-2.8,Kedaluwarsa,Bungkus Kemangi dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Pear Xiang Li,Buah Iklim Sedang,Pendingin,19,6.3,Segar,Simpan Pear Xiang Li di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Cabai Hijau Besar,Cabai & Paprika,Suhu Ruang,5,7.6,Segar,Letakkan Cabai Hijau Besar di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Bawang Putih Honan,Sayuran Akar,Pendingin,40,6.8,Segar,Simpan Bawang Putih Honan di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Cabai Rawit Hijau,Cabai & Paprika,Suhu Ruang,0,12.8,Segar,Pastikan Cabai Rawit Hijau berada di area kering agar tidak cepat lembap dan busuk.
Mangga Manalagi,Buah Tropis,Pendingin,2,18.4,Segar,Bungkus Mangga Manalagi dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Cabai Hijau Besar,Cabai & Paprika,Pembeku,81,7.7,Segar,Simpan Cabai Hijau Besar dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk Bali,Buah Sitrus,Suhu Ruang,2,7.2,Segar,Pastikan Jeruk Bali berada di area kering agar tidak cepat lembap dan busuk.
Durian Montong,Buah Tropis,Pendingin,10,-0.7,Kedaluwarsa,Simpan Durian Montong di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Stroberi Lokal Ciwidey,Buah Beri,Pendingin,3,0.6,Segera,Simpan Stroberi Lokal Ciwidey di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Arbei,Buah Beri,Pendingin,0,3.6,Segar,Simpan Arbei di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Blackberry,Buah Beri,Pembeku,35,26.3,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Blackberry tetap awet.
Blueberry Impor,Buah Beri,Pendingin,0,6.8,Segar,Gunakan wadah tertutup saat menyimpan Blueberry Impor di rak kulkas.
Raspberry Merah,Buah Beri,Pendingin,3,0.8,Segera,Bungkus Raspberry Merah dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Pear Golden,Buah Iklim Sedang,Pendingin,13,8.4,Segar,Gunakan wadah tertutup saat menyimpan Pear Golden di rak kulkas.
Tomat Cherry,Buah Tropis,Pembeku,42,9.6,Segar,Simpan Tomat Cherry dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Pisang Ambon,Buah Tropis,Pembeku,5,40.3,Segar,Simpan Pisang Ambon dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Anggur Hijau Muscat,Buah Iklim Sedang,Pembeku,2,60.4,Segar,Pastikan Anggur Hijau Muscat sudah bersih dan kering sebelum dibekukan di freezer.
Pear Xiang Li,Buah Iklim Sedang,Pendingin,4,12.2,Segar,Simpan Pear Xiang Li di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Paprika Merah,Cabai & Paprika,Pendingin,26,-5.9,Kedaluwarsa,Bungkus Paprika Merah dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Apel Fuji,Buah Iklim Sedang,Suhu Ruang,6,0.1,Segera,Simpan Apel Fuji di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Pisang Raja,Buah Tropis,Pembeku,8,41.2,Segar,Simpan Pisang Raja dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Cabai Gendot,Cabai & Paprika,Pendingin,29,-5.6,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Cabai Gendot di rak kulkas.
Ubi Cilembu,Sayuran Akar,Suhu Ruang,11,7.1,Segar,Simpan Ubi Cilembu di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Kiwi Gold,Buah Iklim Sedang,Pendingin,10,15.7,Segar,Simpan Kiwi Gold di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Lemon Lokal,Buah Sitrus,Pendingin,33,2.2,Segera,Bungkus Lemon Lokal dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Alpukat Aligator,Buah Tropis,Pembeku,12,30.8,Segar,Simpan Alpukat Aligator dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Cabai Hijau Besar,Cabai & Paprika,Pendingin,8,18.6,Segar,Gunakan wadah tertutup saat menyimpan Cabai Hijau Besar di rak kulkas.
Alpukat Mentega,Buah Tropis,Suhu Ruang,2,9,Segar,Simpan Alpukat Mentega di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Stroberi Korea,Buah Beri,Pembeku,61,-3.9,Kedaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Stroberi Korea tetap awet.
Cabai Keriting Hijau,Cabai & Paprika,Pembeku,3,88,Segar,Simpan Cabai Keriting Hijau dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Lemon Impor,Buah Sitrus,Suhu Ruang,10,3.9,Segar,Simpan Lemon Impor di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Mulberry,Buah Beri,Pendingin,2,2.8,Segera,Bungkus Mulberry dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Lemon Lokal,Buah Sitrus,Pembeku,102,-12,Kedaluwarsa,Simpan Lemon Lokal dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Paprika Kuning,Cabai & Paprika,Suhu Ruang,4,9,Segar,Letakkan Paprika Kuning di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Anggur Hijau Muscat,Buah Iklim Sedang,Pendingin,18,6,Segar,Gunakan wadah tertutup saat menyimpan Anggur Hijau Muscat di rak kulkas.
Pear Xiang Li,Buah Iklim Sedang,Pendingin,8,10.5,Segar,Bungkus Pear Xiang Li dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Lemon Lokal,Buah Sitrus,Pendingin,2,28.4,Segar,Bungkus Lemon Lokal dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Sawi Hijau,Sayuran Hijau,Pembeku,19,11.2,Segar,Simpan Sawi Hijau dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Apel Granny Smith,Buah Iklim Sedang,Suhu Ruang,6,5.7,Segar,Pastikan Apel Granny Smith berada di area kering agar tidak cepat lembap dan busuk.
Anggur Merah (Red Globe),Buah Iklim Sedang,Pendingin,29,-5.5,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Anggur Merah (Red Globe) di rak kulkas.
Jamur Kuping,Sayuran Hijau,Pendingin,1,4.6,Segar,Bungkus Jamur Kuping dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Pisang Kepok,Buah Tropis,Pendingin,1,19.4,Segar,Gunakan wadah tertutup saat menyimpan Pisang Kepok di rak kulkas.
Cabai Keriting Hijau,Cabai & Paprika,Pendingin,19,5.3,Segar,Bungkus Cabai Keriting Hijau dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Tomat Beef,Buah Tropis,Pembeku,15,25,Segar,Simpan Tomat Beef dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Blackberry,Buah Beri,Pembeku,0,61.8,Segar,Pastikan Blackberry sudah bersih dan kering sebelum dibekukan di freezer.
Pear Century,Buah Iklim Sedang,Pembeku,71,-13.4,Kedaluwarsa,Pastikan Pear Century sudah bersih dan kering sebelum dibekukan di freezer.
Wortel Lokal Berastagi,Sayuran Akar,Suhu Ruang,0,14.5,Segar,Simpan Wortel Lokal Berastagi di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Apel Malang (Manalagi),Buah Iklim Sedang,Pendingin,2,26,Segar,Bungkus Apel Malang (Manalagi) dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Cabai Hijau Besar,Cabai & Paprika,Pendingin,29,-1.5,Kedaluwarsa,Simpan Cabai Hijau Besar di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Paprika Hijau,Cabai & Paprika,Pendingin,24,-3.1,Kedaluwarsa,Simpan Paprika Hijau di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Sawi Hijau,Sayuran Hijau,Pendingin,8,6.9,Segar,Bungkus Sawi Hijau dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Anggur Hijau Muscat,Buah Iklim Sedang,Suhu Ruang,9,-1.7,Kedaluwarsa,Letakkan Anggur Hijau Muscat di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Stroberi Korea,Buah Beri,Pendingin,2,1.8,Segera,Gunakan wadah tertutup saat menyimpan Stroberi Korea di rak kulkas.
Stroberi Korea,Buah Beri,Pendingin,0,2.2,Segera,Gunakan wadah tertutup saat menyimpan Stroberi Korea di rak kulkas.
Arbei,Buah Beri,Pembeku,47,19.6,Segar,Simpan Arbei dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Anggur Hijau Muscat,Buah Iklim Sedang,Pembeku,44,15.1,Segar,Simpan Anggur Hijau Muscat dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Singkong Mentega,Sayuran Akar,Suhu Ruang,6,14.4,Segar,Simpan Singkong Mentega di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Stroberi Lokal Ciwidey,Buah Beri,Pendingin,1,6.8,Segar,Simpan Stroberi Lokal Ciwidey di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Bayam Jepang (Horenzo),Sayuran Hijau,Pendingin,4,3.8,Segar,Bungkus Bayam Jepang (Horenzo) dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Mangga Manalagi,Buah Tropis,Pembeku,8,43.8,Segar,Simpan Mangga Manalagi dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk Purut,Buah Sitrus,Suhu Ruang,5,3,Segera,Letakkan Jeruk Purut di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Kiwi Gold,Buah Iklim Sedang,Pembeku,70,-4.2,Kedaluwarsa,Pastikan Kiwi Gold sudah bersih dan kering sebelum dibekukan di freezer.
Pepaya California,Buah Tropis,Pendingin,14,-0.3,Kedaluwarsa,Gunakan wadah tertutup saat menyimpan Pepaya California di rak kulkas.
Lemon Lokal,Buah Sitrus,Suhu Ruang,8,0.1,Segera,Letakkan Lemon Lokal di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Kentang Dieng,Sayuran Akar,Pembeku,52,40.4,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Kentang Dieng tetap awet.
Bawang Bombai Merah,Sayuran Akar,Pembeku,28,59.5,Segar,Pastikan Bawang Bombai Merah sudah bersih dan kering sebelum dibekukan di freezer.
Jeruk Nipis,Buah Sitrus,Suhu Ruang,12,4.5,Segar,Letakkan Jeruk Nipis di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Nanas Subang,Buah Tropis,Pembeku,1,47.2,Segar,Pastikan Nanas Subang sudah bersih dan kering sebelum dibekukan di freezer.
Kol Putih,Sayuran Hijau,Pendingin,4,2.6,Segera,Bungkus Kol Putih dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Pear Century,Buah Iklim Sedang,Suhu Ruang,10,1.9,Segera,Letakkan Pear Century di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Lemon Impor,Buah Sitrus,Pendingin,21,16.9,Segar,Gunakan wadah tertutup saat menyimpan Lemon Impor di rak kulkas.
Bawang Putih Kating,Sayuran Akar,Pendingin,20,29.3,Segar,Gunakan wadah tertutup saat menyimpan Bawang Putih Kating di rak kulkas.
Apel Granny Smith,Buah Iklim Sedang,Pembeku,13,48.5,Segar,Pastikan Apel Granny Smith sudah bersih dan kering sebelum dibekukan di freezer.
Kiwi Hijau,Buah Iklim Sedang,Pembeku,47,14,Segar,Simpan Kiwi Hijau dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Paprika Hijau,Cabai & Paprika,Pendingin,11,15.6,Segar,Bungkus Paprika Hijau dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Lemon Lokal,Buah Sitrus,Pendingin,14,11.7,Segar,Bungkus Lemon Lokal dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Jeruk Nipis,Buah Sitrus,Pendingin,22,12.9,Segar,Simpan Jeruk Nipis di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
